name,description,context,country
#OFFWHITE,13800.0,K-pop · Trending,Malaysia
#4yrsBYLxBuild,30900.0,Trending,Malaysia
XIUMIN,124000.0,Korean music · Trending,Malaysia
POND WORLD FASHION SS25,290000.0,Trending,Malaysia
PERAYA X MILLIONSMAX OPENING,206000.0,Trending,Malaysia
Canada,1350000.0,Politics · Trending,Malaysia
ALWAYS LUVE BUILD,28600.0,Trending,Malaysia
Democrats,1670000.0,Politics · Trending,Malaysia
Era FM,4232.0,Trending,Malaysia
jungwoo,37100.0,K-pop · Trending,Malaysia
PHUWIN LOEWE WFTSS25,297000.0,Trending,Malaysia
D-2 UNTIL YELLOW BLOOMS,43900.0,K-pop · Trending,Malaysia
SKYNANI WORLD FASHION,603000.0,Trending,Malaysia
Ash Wednesday,13300.0,Only on X · Trending,Malaysia
Arteta,24300.0,UEFA Champions League · Trending,Malaysia
GROWING TOGETHER WITH BAS,98900.0,Trending,Malaysia
Ramadan,337000.0,Food · Trending,Malaysia
summer love with lk 04,3562.0,Trending,Malaysia
Hoshi,59800.0,K-pop · Trending,Malaysia
vel vel,11000.0,Trending,Malaysia
GOOD EX MORNING Q13,15600.0,Trending,Malaysia
seungkwan,8217.0,Korean music · Trending,Malaysia
jeonghan,76200.0,K-pop · Trending,Malaysia
Ismail Sabri,4318.0,Trending,Malaysia
Rhea,36700.0,Wrestling · Trending,Malaysia
ENGFA GLOWING STAR04,20600.0,Trending,Malaysia
Ukraine,2260000.0,Politics · Trending,Malaysia
Astro,47300.0,K-pop · Trending,Malaysia
Leon,61900.0,Sports · Trending,Malaysia
ASEAN,11400.0,Trending,Malaysia
6 STARRY YEARS WITH TXT,6239.0,K-pop · Trending,Malaysia
HENGMO CHECK IN LAMPANG,7571.0,Trending,Malaysia
Dewan Rakyat,1313.0,Trending,Malaysia
Madrid,419000.0,UEFA Champions League · Trending,Malaysia
Nvidia,18800.0,Business & finance · Trending,Malaysia
God Bless America,37800.0,Trending in Politics,Malaysia
Mikey,76400.0,Entertainment · Trending,Malaysia
jype,10200.0,Trending,Malaysia
NATO,370000.0,Politics · Trending,Malaysia
Islam,165000.0,Politics · Trending,Maldives
Supreme Court,61600.0,Politics · Trending,Maldives
Europe,640000.0,Politics · Trending,Maldives
America,1400000.0,Politics · Trending,Maldives
Ukraine,2260000.0,Politics · Trending,Maldives
China,517000.0,Politics · Trending,Maldives
#Ramadan2025,8463.0,Trending,Maldives
Gaza,511000.0,Politics · Trending,Maldives
Iftar,90000.0,Trending,Maldives
#TikTok,124000.0,Technology · Trending,Maldives
ALL TIME,511000.0,Trending,Mali
#PSVARS,19400.0,UEFA Champions League · Trending,MarshallIslands
Arsenal,284000.0,Football · Trending,MarshallIslands
Bosz,2129.0,Trending,MarshallIslands
#ChampionsLeague,18700.0,Football · Trending,MarshallIslands
Benitez,5623.0,UEFA Champions League · Trending,MarshallIslands
Odegaard,22500.0,UEFA Champions League · Trending,MarshallIslands
tweede kamer,1196.0,Trending,MarshallIslands
raad van state,1040.0,Trending,MarshallIslands
Timber,30300.0,Football · Trending,MarshallIslands
Ledezma,1416.0,UEFA Champions League · Trending,MarshallIslands
Trudeau,484000.0,Politics · Trending,MarshallIslands
Baudet,1469.0,Trending,MarshallIslands
Arteta,24400.0,UEFA Champions League · Trending,MarshallIslands
rob jetten,1217.0,Trending,MarshallIslands
Flamingo,4910.0,UEFA Champions League · Trending,MarshallIslands
Oekraïne,25200.0,Trending,MarshallIslands
Perisic,4954.0,UEFA Champions League · Trending,MarshallIslands
Stewart,43200.0,Trending,MarshallIslands
Trump,6520000.0,Politics · Trending,MarshallIslands
Europese Commissie,1736.0,Trending,MarshallIslands
Valencia,70100.0,Football · Trending,MarshallIslands
Canada,1350000.0,Politics · Trending,MarshallIslands
Thierry,6468.0,Trending,MarshallIslands
Mauro,14600.0,Football · Trending,MarshallIslands
Putin,902000.0,Politics · Trending,MarshallIslands
Zelensky,871000.0,Politics · Trending,MarshallIslands
Ukraine,2260000.0,Politics · Trending,MarshallIslands
Rusland,12700.0,Trending,MarshallIslands
Ukraine,2260000.0,Politics · Trending,Mauritius
Zócalo,155000.0,Politics · Trending,Mexico
Trump,3220000.0,Politics · Trending,Mexico
#Aranceles,51300.0,Politics · Trending,Mexico
Funes Mori,1646.0,Football · Trending,Mexico
Lady Gaga,41500.0,Pop · Trending,Mexico
XCRY CARNAVAL MERIDA,18300.0,Holidays · Trending,Mexico
Julián Álvarez,102000.0,Football · Trending,Mexico
wonwoo,215000.0,Korean music · Trending,Mexico
Estados Unidos,216000.0,Politics · Trending,Mexico
GALA CON ROA SHOW,23400.0,Trending,Mexico
#FelizMartes,7076.0,Trending,Mexico
#ChampionsLeague,18700.0,Football · Trending,Mexico
#BenditaChampions,1200.0,UEFA Champions League · Trending,Mexico
Rodrygo,87500.0,UEFA Champions League · Trending,Mexico
BRICS,22200.0,Politics · Trending,Mexico
T-MEC,14400.0,Politics · Trending,Mexico
Alajuelense,2128.0,Football · Trending,Mexico
Anaya,16000.0,Politics · Trending,Mexico
Populismo,13300.0,Trending,Mexico
Plan B,23400.0,Trending,Mexico
Día Internacional de la Mujer,4207.0,Events · Trending,Mexico
Brahim,107000.0,UEFA Champions League · Trending,Mexico
Himno Nacional,20200.0,Politics · Trending,Mexico
Efraín Juárez,2395.0,Football · Trending,Mexico
Padilla,20900.0,La Liga MX · Trending,Mexico
Arsenal,284000.0,Football · Trending,Mexico
Al Green,179000.0,Politics · Trending,Mexico
Foggy,10200.0,Entertainment · Trending,Mexico
Camavinga,27300.0,UEFA Champions League · Trending,Mexico
Claudia,118000.0,Politics · Trending,Mexico
Justin Trudeau,159000.0,Politics · Trending,Mexico
Atlético de Madrid,40300.0,UEFA Champions League · Trending,Mexico
Ovalle,14700.0,Trending,Mexico
Unidad,68300.0,Politics · Trending,Mexico
Cincinnati,5892.0,Football · Trending,Mexico
Guido Pizarro,3808.0,Football · Trending,Mexico
Cielito Lindo,1579.0,Trending,Mexico
Gerardo Espinoza,1198.0,Football · Trending,Mexico
Azuaje,1688.0,Trending,Mexico
Emilia Pérez,61100.0,Trending,Mexico
Trun,1731.0,Politics · Trending,Mexico
Valverde,64300.0,UEFA Champions League · Trending,Mexico
Howard Lutnick,11800.0,Politics · Trending,Mexico
Dortmund,28300.0,UEFA Champions League · Trending,Mexico
Mitin,66400.0,Trending,Mexico
#PSVARS,19400.0,UEFA Champions League · Trending,Micronesia
Arsenal,284000.0,Football · Trending,Micronesia
Bosz,2132.0,Trending,Micronesia
#ChampionsLeague,18700.0,Football · Trending,Micronesia
Benitez,5624.0,UEFA Champions League · Trending,Micronesia
Odegaard,22500.0,UEFA Champions League · Trending,Micronesia
tweede kamer,1196.0,Trending,Micronesia
raad van state,1040.0,Trending,Micronesia
Timber,30300.0,Football · Trending,Micronesia
Ledezma,1417.0,UEFA Champions League · Trending,Micronesia
Trudeau,484000.0,Politics · Trending,Micronesia
Baudet,1469.0,Trending,Micronesia
mRNA,32700.000000000004,Politics · Trending,Micronesia
Arteta,24400.0,UEFA Champions League · Trending,Micronesia
rob jetten,1217.0,Trending,Micronesia
Flamingo,4918.0,UEFA Champions League · Trending,Micronesia
Oekraïne,25200.0,Trending,Micronesia
Perisic,4947.0,UEFA Champions League · Trending,Micronesia
Stewart,43300.0,Trending,Micronesia
Trump,3220000.0,Politics · Trending,Micronesia
Europese Commissie,1737.0,Trending,Micronesia
Valencia,70100.0,Football · Trending,Micronesia
Thierry,6474.0,Trending,Micronesia
Canada,1350000.0,Politics · Trending,Micronesia
Putin,902000.0,Politics · Trending,Micronesia
Zelensky,872000.0,Politics · Trending,Micronesia
Ukraine,2260000.0,Politics · Trending,Micronesia
Rusland,12700.0,Trending,Micronesia
Ukraine,2260000.0,Politics · Trending,Moldova
#PresidentTrump,4633.0,Trending in Politics,Moldova
Russia,892000.0,Politics · Trending,Moldova
Putin,902000.0,Politics · Trending,Moldova
Moldova,1917.0,Trending,Moldova
Democrats,1440000.0,Trending in Politics,Moldova
Al Green,179000.0,Trending in Political figures,Moldova
Dems,278000.0,Trending in Politics,Moldova
Pocahontas,60300.0,Trending in Political figures,Moldova
Nancy,126000.0,Trending in Political figures,Moldova
Social Security,169000.0,Trending in Politics,Moldova
God Bless America,37800.0,Trending in Politics,Moldova
Mike Johnson,47200.0,Trending in Politics,Moldova
Capitol,119000.0,Trending in Politics,Moldova
Cancer,450000.0,Trending in Politics,Moldova
Ukraine,2260000.0,Politics · Trending,Monaco
Trump,3220000.0,Politics · Trending,Monaco
Putin,902000.0,Politics · Trending,Mongolia
Ukraine,2260000.0,Politics · Trending,Mongolia
Trump,6520000.0,Politics · Trending,Mongolia
Russia,891000.0,Politics · Trending,Mongolia
Putin,902000.0,Politics · Trending,Montenegro
Russia,892000.0,Politics · Trending,Montenegro
Trump,3220000.0,Politics · Trending,Montenegro
Ukraine,2260000.0,Politics · Trending,Montenegro
Europe,640000.0,Politics · Trending,Montenegro
America,1380000.0,Politics · Trending,Montenegro
Zelensky,872000.0,Politics · Trending,Montenegro
القمه العربيه,78400.0,Trending,Morocco
سيميوني,4338.0,UEFA Champions League · Trending,Morocco
Brahim,107000.0,UEFA Champions League · Trending,Morocco
دياز,12300.0,UEFA Champions League · Trending,Morocco
#ريال_مدريد_اتلتيكو_مدريد,9493.0,UEFA Champions League · Trending,Morocco
#دوري_ابطال_اوروبا,8943.0,UEFA Champions League · Trending,Morocco
#RealMadridAtleti,8503.0,UEFA Champions League · Trending,Morocco
النيابه العامه,1641.0,Trending,Morocco
القاهرة,36200.0,Trending,Morocco
Mbappé,72900.0,UEFA Champions League · Trending,Morocco
كندا,4603.0,Trending,Morocco
فالفيردي,8661.0,UEFA Champions League · Trending,Morocco
القضيه الفلسطينيه,7200.0,Trending,Morocco
Rodrygo,87600.0,UEFA Champions League · Trending,Morocco
انشيلوتي,6316.0,UEFA Champions League · Trending,Morocco
غير العاديه,17500.0,Trending,Morocco
الفاريز,7887.0,Trending,Morocco
Alvarez,147000.0,UEFA Champions League · Trending,Morocco
بروج,3509.0,UEFA Champions League · Trending,Morocco
اسينسيو,2316.0,Trending,Morocco
بنفيكا,791000.0,Football · Trending,Morocco
ولي العهد الامير,15800.0,Travel · Trending,Morocco
مودريتش,1611.0,UEFA Champions League · Trending,Morocco
Donald Trump,882000.0,Politics · Trending,Morocco
أرسنال,794000.0,UEFA Champions League · Trending,Morocco
Canada,1350000.0,Politics · Trending,Morocco
صاحب السمو الملكي,7777.0,Trending,Morocco
دوري الابطال,6702.0,UEFA Champions League · Trending,Morocco
سلاح المقاومه,4804.0,Trending,Morocco
Ramadan 1446,3199.0,Trending,Morocco
Jennie,227000.0,K-pop · Trending,Morocco
Vinicius,59800.0,UEFA Champions League · Trending,Morocco
الجامعه العربيه,4063.0,Trending,Morocco
تونس,3743.0,Trending,Morocco
Nigeria,116000.0,Politics · Trending,Mozambique
Trump,6610000.0,Politics · Trending,Mozambique
Democrats,1440000.0,Politics · Trending,Myanmar
#StateOfTheUnion,96400.0,Politics · Trending,Myanmar
Nancy,126000.0,Politics · Trending,Myanmar
Secret Service,158000.0,Politics · Trending,Myanmar
Zion,12400.0,NBA · Trending,Myanmar
Bruce Brown,1098.0,NBA · Trending,Myanmar
Nicole Wallace,7797.0,Trending,Myanmar
AMERICA IS BACK,81700.0,Politics · Trending,Myanmar
Slotkin,38000.0,Politics · Trending,Myanmar
Iowa State,6246.0,Trending,Myanmar
Jaxson Hayes,3202.0,NBA · Trending,Myanmar
Love DOGE,5704.0,Trending,Myanmar
wonwoo,215000.0,Korean music · Trending,Myanmar
#jointsession,3291.0,Politics · Trending,Myanmar
#iubb,1555.0,Sports · Trending,Myanmar
Heartless,24700.0,Politics · Trending,Myanmar
Musk Steals,11300.0,Trending,Myanmar
Texas A&M,15700.0,Education · Trending,Myanmar
Boebert,4924.0,Politics · Trending,Myanmar
Abbey Gate,30400.0,Politics · Trending,Myanmar
Jemison,1124.0,NBA · Trending,Myanmar
#TrumpSpeech,3870.0,Politics · Trending,Myanmar
Golden Dome,3872.0,Politics · Trending,Myanmar
Lesotho,6835.0,Politics · Trending,Myanmar
Pelicans,5128.0,NBA · Trending,Myanmar
Foggy,10200.0,Entertainment · Trending,Myanmar
Panama Canal,44000.0,Trending,Myanmar
The Golden Age of America,18400.0,Politics · Trending,Myanmar
Geico,2015.0,Business and finance · Trending,Myanmar
Keita,3621.0,Sports · Trending,Myanmar
Disgraceful,49500.0,Politics · Trending,Myanmar
Approve,40200.0,Politics · Trending,Myanmar
Vile,64800.0,Trending,Myanmar
Brain Cancer,151000.0,Politics · Trending,Myanmar
Marc Fogel,7276.0,Politics · Trending,Myanmar
Canadians,233000.0,Politics · Trending,Myanmar
Arsenal,284000.0,Football · Trending,Namibia
DSTV,6742.0,Trending,Namibia
Ashley,108000.0,Trending,Namibia
Madrid,419000.0,UEFA Champions League · Trending,Namibia
Eish,4313.0,Trending,Namibia
Russia,892000.0,Politics · Trending,Namibia
Zelensky,871000.0,Politics · Trending,Namibia
Ukraine,2260000.0,Politics · Trending,Namibia
Trump,6520000.0,Politics · Trending,Namibia
NATO,370000.0,Politics · Trending,Namibia
Botswana,2038.0,Trending,Namibia
Europe,640000.0,Politics · Trending,Namibia
Jesus,273000.0,Politics · Trending,Namibia
Namibia,2888.0,Trending,Namibia
Manchester United,22900.0,UEFA Europa League · Trending,Namibia
Tank,88700.0,Sports · Trending,Namibia
Democrats,1440000.0,Politics · Trending,Nauru
Al Green,179000.0,Politics · Trending,Nauru
#StateOfTheUnion,96400.0,Politics · Trending,Nauru
Dems,278000.0,Politics · Trending,Nauru
#DaredevilBornAgain,64000.0,Entertainment · Trending,Nauru
wonwoo,215000.0,Korean music · Trending,Nauru
Pocahontas,60300.0,Politics · Trending,Nauru
Grande Rio,25200.0,Holidays · Trending,Nauru
Tuiuti,32500.0,Holidays · Trending,Nauru
West Point,26300.0,Politics · Trending,Nauru
Laken Riley,138000.0,Politics · Trending,Nauru
イベクエ,4942.0,Action games · Trending,Nauru
Nancy,126000.0,Politics · Trending,Nauru
Secret Service,158000.0,Politics · Trending,Nauru
#SOTU,24800.0,Politics · Trending,Nauru
Bruce Brown,1098.0,NBA · Trending,Nauru
#Globeleza,70000.0,Holidays · Trending,Nauru
スシロー,58100.0,Trending worldwide,Nauru
AMERICA IS BACK,81700.0,Politics · Trending,Nauru
Nicole Wallace,7797.0,Trending worldwide,Nauru
Greenland,21400.0,Politics · Trending,Nauru
DJ Daniel,45200.0,Politics · Trending,Nauru
カプコンカップ,5618.0,Gaming · Trending,Nauru
Jaxson Hayes,3209.0,NBA · Trending,Nauru
Slotkin,38000.0,Politics · Trending,Nauru
Zion,12400.0,NBA · Trending,Nauru
Iowa State,6246.0,Trending worldwide,Nauru
トライアル,7113.0,Trending worldwide,Nauru
ロージズインメイ,2632.0,Trending worldwide,Nauru
HIDE AND SING JMIBARRA,25100.0,Only on X · Trending,Nauru
Suns,15200.0,NBA · Trending,Nauru
Auburn,9795.0,Trending worldwide,Nauru
新幹線大爆破,27900.0,Travel · Trending,Nauru
パックル,1130.0,News · Trending,Nauru
FREE YOKO FROM NINESTAR,304000.0,Only on X · Trending,Nauru
ウォヌさん,1833.0,Korean music · Trending,Nauru
Milton Cunha,16800.0,Holidays · Trending,Nauru
聡ちゃん,3463.0,J-pop · Trending,Nauru
Foggy,10200.0,Entertainment · Trending,Nauru
ヒロアカ原画展,2576.0,My Hero Academia · Trending,Nauru
Jocelyn,52600.0,Politics · Trending,Nauru
Elizabeth Warren,107000.0,Politics · Trending,Nauru
Fisk,4445.0,Entertainment · Trending,Nauru
Love DOGE,5704.0,Trending worldwide,Nauru
#INDvsAUS,312000.0,Cricket · Trending,Nepal
#ChampionsTrophy2025,167000.0,Cricket · Trending,Nepal
#ViratKohli,86000.0,Indian Premier League · Trending,Nepal
Full Story,28300.0,Trending,Nepal
Canada,1350000.0,Politics · Trending,Nepal
#ZohraJabeen,35500.0,Entertainment · Trending,Nepal
Australia,230000.0,Trending,Nepal
Germany,185000.0,Politics · Trending,Nepal
King,546000.0,Trending,Nepal
Gaza,512000.0,Politics · Trending,Nepal
Barca,46500.0,UEFA Champions League · Trending,Nepal
China,517000.0,Politics · Trending,Nepal
#PresidentTrump,4637.0,Trending in Politics,Nepal
Ukraine,2260000.0,Politics · Trending,Nepal
Nepal,6733.0,Trending,Nepal
Japan,320000.0,Trending,Nepal
Russia,892000.0,Politics · Trending,Nepal
Europe,640000.0,Politics · Trending,Nepal
Putin,902000.0,Politics · Trending,Nepal
God Bless America,37800.0,Trending in Politics,Nepal
Pakistan,161000.0,Trending,Nepal
#Entrepreneurship,1001.0,Business & finance · Trending,Nepal
#Sikandar,28900.0,Entertainment · Trending,Nepal
#TikTok,124000.0,Technology · Trending,Nepal
#NaturePhotography,3132.0,Trending,Nepal
Democrats,1670000.0,Trending in Politics,Nepal
Al Green,178000.0,Trending in Political figures,Nepal
Dems,278000.0,Trending in Politics,Nepal
Pocahontas,60600.0,Trending in Political figures,Nepal
Nancy,126000.0,Trending in Political figures,Nepal
Social Security,169000.0,Trending in Politics,Nepal
Mike Johnson,47200.0,Trending in Politics,Nepal
Capitol,119000.0,Trending in Politics,Nepal
Cancer,454000.0,Trending in Politics,Nepal
#STELL,12800.0,Trending in Pop,Nepal
#PSVARS,19400.0,UEFA Champions League · Trending,Netherlands
Arsenal,284000.0,Football · Trending,Netherlands
Bosz,2132.0,Trending,Netherlands
#ChampionsLeague,18700.0,Football · Trending,Netherlands
Benitez,5626.0,UEFA Champions League · Trending,Netherlands
Odegaard,22500.0,UEFA Champions League · Trending,Netherlands
tweede kamer,1196.0,Trending,Netherlands
raad van state,1040.0,Trending,Netherlands
Timber,30300.0,Football · Trending,Netherlands
Ledezma,1417.0,UEFA Champions League · Trending,Netherlands
Trudeau,484000.0,Politics · Trending,Netherlands
Baudet,1469.0,Trending,Netherlands
mRNA,32700.000000000004,Politics · Trending,Netherlands
Arteta,24400.0,UEFA Champions League · Trending,Netherlands
rob jetten,1217.0,Trending,Netherlands
Flamingo,4918.0,UEFA Champions League · Trending,Netherlands
Oekraïne,25200.0,Trending,Netherlands
Perisic,4947.0,UEFA Champions League · Trending,Netherlands
Stewart,43300.0,Trending,Netherlands
Trump,3220000.0,Politics · Trending,Netherlands
Europese Commissie,1737.0,Trending,Netherlands
Valencia,70100.0,Football · Trending,Netherlands
Thierry,6474.0,Trending,Netherlands
Canada,1350000.0,Politics · Trending,Netherlands
Putin,903000.0,Politics · Trending,Netherlands
Zelensky,872000.0,Politics · Trending,Netherlands
Ukraine,2260000.0,Politics · Trending,Netherlands
Rusland,12700.0,Trending,Netherlands
Marmite,2530.0,Trending,NewZealand
Ukraine,2260000.0,Politics · Trending,NewZealand
#WWERaw,53600.0,Wrestling · Trending,NewZealand
Canada,1350000.0,Politics · Trending,NewZealand
Democrats,1440000.0,Politics · Trending,NewZealand
Russia,892000.0,Politics · Trending,NewZealand
Trudeau,484000.0,Politics · Trending,NewZealand
Stanford,10100.0,Trending,NewZealand
Compass,10200.0,Trending,NewZealand
Putin,902000.0,Politics · Trending,NewZealand
Dems,279000.0,Politics · Trending,NewZealand
Arsenal,284000.0,Football · Trending,NewZealand
Luka,119000.0,NBA · Trending,NewZealand
Canadians,233000.0,Politics · Trending,NewZealand
Congress,719000.0,Politics · Trending,NewZealand
Meghan,64400.00000000001,Trending,NewZealand
Lent,40400.0,Trending,NewZealand
Peters,60800.0,Trending,NewZealand
Europe,640000.0,Politics · Trending,NewZealand
Judith,7961.0,Trending,NewZealand
Bellamy,2485.0,Trending,NewZealand
Vote Now,41000.0,Trending,NewZealand
Oops,25800.0,Trending,NewZealand
Luxon,2825.0,Trending,NewZealand
Willis,11000.0,Trending,NewZealand
Crypto,3990000.0,Business & finance · Trending,NewZealand
Andrew,150000.0,Trending,NewZealand
Ash Wednesday,13400.0,Only on X · Trending,NewZealand
#Oscars,246000.0,Entertainment · Trending,NewZealand
Mavs,48900.0,NBA · Trending,NewZealand
#ChampionsTrophy,117000.0,Cricket · Trending,NewZealand
NATO,370000.0,Politics · Trending,NewZealand
Seth,48800.0,Wrestling · Trending,NewZealand
Satan,37000.0,Politics · Trending,NewZealand
Apple,345000.0,Technology · Trending,NewZealand
Mikey,76400.0,Entertainment · Trending,NewZealand
Treaty,16000.0,Trending,NewZealand
JD Vance,248000.0,Politics · Trending,NewZealand
Rhea,36700.0,Wrestling · Trending,NewZealand
Ripple,42400.0,Business & finance · Trending,NewZealand
Roman,68200.0,Wrestling · Trending,NewZealand
Putin,903000.0,Politics · Trending,Nicaragua
Russia,892000.0,Politics · Trending,Nicaragua
#PresidentTrump,4639.0,Trending in Politics,Nicaragua
Zelensky,872000.0,Politics · Trending,Nicaragua
Democrats,1440000.0,Trending in Politics,Nicaragua
Al Green,179000.0,Trending in Political figures,Nicaragua
Dems,278000.0,Trending in Politics,Nicaragua
Pocahontas,60300.0,Trending in Political figures,Nicaragua
Nancy,126000.0,Trending in Political figures,Nicaragua
Social Security,169000.0,Trending in Politics,Nicaragua
God Bless America,37800.0,Trending in Politics,Nicaragua
Capitol,119000.0,Trending in Politics,Nicaragua
Mike Johnson,47300.0,Trending in Politics,Nicaragua
Cancer,454000.0,Trending in Politics,Nicaragua
Alvarez,147000.0,UEFA Champions League · Trending,Nigeria
Arsenal,284000.0,Football · Trending,Nigeria
#PSVARS,19400.0,UEFA Champions League · Trending,Nigeria
Madrid,419000.0,UEFA Champions League · Trending,Nigeria
Eagle,35500.0,Trending,Nigeria
Ash Wednesday,13400.0,Only on X · Trending,Nigeria
Luka,119000.0,NBA · Trending,Nigeria
Ahmed Musa,3048.0,Trending,Nigeria
Camavinga,27300.0,UEFA Champions League · Trending,Nigeria
Odegaard,22500.0,UEFA Champions League · Trending,Nigeria
Rodrygo,87600.0,UEFA Champions League · Trending,Nigeria
Valverde,64400.00000000001,UEFA Champions League · Trending,Nigeria
#Oscars,246000.0,Entertainment · Trending,Nigeria
Brahim,107000.0,UEFA Champions League · Trending,Nigeria
Subhanallah,7245.0,Trending,Nigeria
#MondayMotivation,3559.0,Trending,Nigeria
Lewis Skelly,22500.0,Football · Trending,Nigeria
Calafiori,14300.0,UEFA Champions League · Trending,Nigeria
Dortmund,28300.0,UEFA Champions League · Trending,Nigeria
Iheanacho,1028.0,Trending,Nigeria
Club Brugge,13500.0,UEFA Champions League · Trending,Nigeria
US Crypto Reserve,26700.0,Business & finance · Trending,Nigeria
#RMAATM,7684.0,UEFA Champions League · Trending,Nigeria
happy new week,4600.0,Trending,Nigeria
Vini,42900.0,UEFA Champions League · Trending,Nigeria
Ya Allah,92000.0,K-pop · Trending,Nigeria
Perisic,4947.0,UEFA Champions League · Trending,Nigeria
Lille,26000.0,UEFA Champions League · Trending,Nigeria
O Allah,13100.0,Trending,Nigeria
Seyi Tinubu,8953.0,Trending,Nigeria
Ethan Nwaneri,22300.0,UEFA Champions League · Trending,Nigeria
Sahur,74900.0,Trending,Nigeria
LeBron,91400.0,NBA · Trending,Nigeria
Boniface,7396.0,Trending,Nigeria
Remita,2465.0,Trending,Nigeria
May Allah,38100.0,Sports · Trending,Nigeria
Zimbabwe,11400.0,Trending,Nigeria
Ukraine,2260000.0,Politics · Trending,Nigeria
Christmas,47600.0,Trending,Nigeria
IT IS DONE,97600.0,Trending,Nigeria
Merciful,4934.0,Trending,Nigeria
Our Lord,16900.0,Trending,Nigeria
What a Goal,28200.0,UEFA Champions League · Trending,Nigeria
Democrats,1440000.0,Politics · Trending,Nigeria
Chainlink,12400.0,Business & finance · Trending,Nigeria
700 Billion,1748.0,Trending,Nigeria
Hale End,14100.0,Trending,Nigeria
רונן בר,6261.0,Trending,NorthKorea
בוקר טוב,1337.0,Trending,NorthKorea
אמיר אוחנה,1050.0,Trending,NorthKorea
Haifa,4424.0,Trending,NorthKorea
Shin Bet,1803.0,Trending,NorthKorea
נחל עוז,1443.0,Trending,NorthKorea
דיפ סטייט,1004.0,Trending,NorthKorea
Jenin,41600.0,Trending,NorthKorea
של אוחנה,1068.0,Trending,NorthKorea
של שב,1868.0,Trending,NorthKorea
נגד ראש,1339.0,Trending,NorthKorea
Oscar,606000.0,Trending,NorthKorea
למה נתניהו,1071.0,Trending,NorthKorea
No Other Land,78800.0,Entertainment · Trending,NorthKorea
פרי אפשטיין,1440.0,Trending,NorthKorea
Knesset,9060.0,Trending,NorthKorea
Hollywood,101000.0,Trending,NorthKorea
Masafer Yatta,16200.0,Trending,NorthKorea
של בר,3349.0,Trending,NorthKorea
רק עוד,1110.0,Trending,NorthKorea
של הכנסת,2467.0,Trending,NorthKorea
Democrats,1440000.0,Politics · Trending,NorthKorea
Canada,1350000.0,Politics · Trending,NorthMacedonia
Oscars,441000.0,Entertainment · Trending,NorthMacedonia
Europe,640000.0,Politics · Trending,NorthMacedonia
Ukraine,2260000.0,Politics · Trending,NorthMacedonia
NATO,370000.0,Politics · Trending,NorthMacedonia
President Trump,1180000.0,Politics · Trending,NorthMacedonia
#LUNC,2910.0,Business & finance · Trending,NorthMacedonia
China,518000.0,Politics · Trending,NorthMacedonia
America,1380000.0,Politics · Trending,NorthMacedonia
Russia,892000.0,Politics · Trending,NorthMacedonia
Zelensky,872000.0,Politics · Trending,NorthMacedonia
Biden,624000.0,Politics · Trending,NorthMacedonia
#صباح_الخير,10800.0,Only on X · Trending,Oman
علم الميراث,1551.0,Trending,Oman
فالفيردي,8660.0,UEFA Champions League · Trending,Oman
الفاريز,7883.0,Trending,Oman
دياز,12300.0,UEFA Champions League · Trending,Oman
القمه العربيه,78500.0,Trending,Oman
اتلتيكو,804000.0,UEFA Champions League · Trending,Oman
نظام التسجيل الالكتروني,2101.0,Trending,Oman
حافظ علي,1715.0,Trending,Oman
وزير الخارجيه,13700.0,Trending,Oman
اتليتكو,8339.0,UEFA Champions League · Trending,Oman
ميندي,3424.0,UEFA Champions League · Trending,Oman
سلاح المقاومه,4803.0,Trending,Oman
اليوم الثلاثاء,10700.0,Trending,Oman
كورتوا,1057.0,Trending,Oman
سيميوني,4335.0,UEFA Champions League · Trending,Oman
اليوم الخليجي,7062.0,Trending,Oman
غير العاديه,17500.0,Trending,Oman
مودريتش,1611.0,UEFA Champions League · Trending,Oman
علي قلب,7469.0,Trending,Oman
الريال,9604.0,UEFA Champions League · Trending,Oman
الخدمات الحكوميه,2362.0,Trending,Oman
#Bannu,8453.0,Trending,Pakistan
#INDvsAUS,312000.0,Cricket · Trending,Pakistan
#بنوں,2346.0,Trending,Pakistan
#ایک_سال_بےمثال,10400.0,Trending,Pakistan
#ViratKohli,86000.0,Indian Premier League · Trending,Pakistan
Carey,19800.0,Trending,Pakistan
Australia,230000.0,Trending,Pakistan
Travis Head,42500.0,Cricket · Trending,Pakistan
Pakistan,161000.0,Trending,Pakistan
Rohit Sharma,148000.0,Cricket · Trending,Pakistan
Maxwell,38200.0,Trending,Pakistan
Iftar,90100.0,Trending,Pakistan
Faheem,2308.0,Trending,Pakistan
T20I,9379.0,Trending,Pakistan
Khyber Pakhtunkhwa,2777.0,Trending,Pakistan
Imam,27800.0,Trending,Pakistan
Insha Allah,4747.0,Trending,Pakistan
governor house,23800.0,Trending,Pakistan
Indus River,1674.0,Trending,Pakistan
Texting,12100.0,Trending,Pakistan
$TSLA,32500.0,Trending,Pakistan
PIPS DONE,1163.0,Trending,Pakistan
Blessing,57300.0,Trending,Pakistan
Trump,3410000.0,Politics · Trending,Pakistan
Torkham,2214.0,Trending,Pakistan
Sach,9485.0,Trending,Pakistan
Happy Morning,74400.0,Trending,Pakistan
Actions,193000.0,Trending,Pakistan
Aqib,2474.0,Trending,Pakistan
Team India,103000.0,Cricket · Trending,Pakistan
