name,description,context,country
Lesotho,6814.0,Politics · Trending,IvoryCoast
Panama Canal,43900.0,Trending,IvoryCoast
Pelicans,5101.0,NBA · Trending,IvoryCoast
Jemison,1095.0,NBA · Trending,IvoryCoast
Foggy,10100.0,Entertainment · Trending,IvoryCoast
The Golden Age of America,18200.0,Politics · Trending,IvoryCoast
Keita,3610.0,Sports · Trending,IvoryCoast
Geico,2015.0,Business and finance · Trending,IvoryCoast
Congratulations DJ,2112.0,Politics · Trending,IvoryCoast
Disgraceful,49000.0,Politics · Trending,IvoryCoast
Vile,64400.00000000001,Trending,IvoryCoast
Approve,40100.0,Politics · Trending,IvoryCoast
Marc Fogel,7257.0,Politics · Trending,IvoryCoast
Brain Cancer,150000.0,Politics · Trending,IvoryCoast
Digicel,1253.0,Trending,Jamaica
Flow,7010000.0,Trending,Jamaica
Ash Wednesday,13300.0,Only on X · Trending,Jamaica
Starlink,115000.0,Trending,Jamaica
Luka,119000.0,NBA · Trending,Jamaica
China,517000.0,Politics · Trending,Jamaica
Trump,6100000.0,Politics · Trending,Jamaica
Israel,717000.0,Politics · Trending,Jamaica
Arsenal,284000.0,Football · Trending,Jamaica
Kingston,6257.0,Trending,Jamaica
Canada,1350000.0,Politics · Trending,Jamaica
Trinidad,6572.0,Trending,Jamaica
The PNP,1205.0,Trending,Jamaica
Ukraine,2260000.0,Politics · Trending,Jamaica
America,1400000.0,Politics · Trending,Jamaica
Oscar,606000.0,Trending,Jamaica
Russia,891000.0,Politics · Trending,Jamaica
NATO,370000.0,Politics · Trending,Jamaica
Cuban,15600.0,Trending,Jamaica
The US,2350000.0,Politics · Trending,Jamaica
#TikTok,124000.0,Technology · Trending,Jamaica
イベクエ,4911.0,Trending,Japan
スシロー,57800.0,Trending,Japan
カプコンカップ,5601.0,Gaming · Trending,Japan
トライアル,7006.0,Politics · Trending,Japan
ロージズインメイ,2627.0,Trending,Japan
パックル,1101.0,News · Trending,Japan
#マックのてりたま春が来た,19300.0,Food · Trending,Japan
Punk,68200.0,Wrestling · Trending,Japan
新幹線大爆破,27800.0,Travel · Trending,Japan
#CAPCOMCUP11,9884.0,Trending,Japan
#モスのあまおうシェイク,21400.0,Food · Trending,Japan
ウォヌさん,1832.0,Korean music · Trending,Japan
聡ちゃん,3449.0,J-pop · Trending,Japan
ヒロアカ原画展,2547.0,My Hero Academia · Trending,Japan
ヒロアカ展,4050.0,My Hero Academia · Trending,Japan
エイトリ,1974.0,Only on X · Trending,Japan
懲役25年求刑,2479.0,News · Trending,Japan
夜行観覧車,2074.0,J-pop · Trending,Japan
#楽天トラベルスーパーSALE,6365.0,Trending,Japan
小西優花,2218.0,News · Trending,Japan
高嶋ちさ子,5964.0,News · Trending,Japan
チルチャック,4183.0,Video games · Trending,Japan
ダンジョン飯コラボ,4966.0,Video games · Trending,Japan
イベントクエスト,24800.0,Gaming · Trending,Japan
地下鉄サリン事件,7312.0,Trending,Japan
Abib,15500.0,Trending,Japan
実名報道,1916.0,Baseball · Trending,Japan
羅小黒戦記2,1975.0,Animated films · Trending,Japan
伊勢丹コラボ,3271.0,Fashion & beauty · Trending,Japan
神曲のダンテ,1859.0,Trending,Japan
青葉城西,1155.0,Trending,Japan
EPIC RELEASE IS COMING,39700.0,Trending,Kazakhstan
DIMASH NEW SONG,40400.0,Trending,Kazakhstan
#LovesNotOverYet,40500.0,Trending,Kazakhstan
димаш,4876.0,Trending,Kazakhstan
Kazakhstan,8025.0,Trending,Kazakhstan
Оскар,1941.0,Trending,Kazakhstan
Израиль,1185.0,Trending,Kazakhstan
Ukraine,2260000.0,Politics · Trending,Kazakhstan
Russia,891000.0,Politics · Trending,Kazakhstan
#Web3,37200.0,Trending,Kazakhstan
Европе,2622.0,Trending,Kazakhstan
Думаю,6152.0,Trending,Kazakhstan
Putin,901000.0,Politics · Trending,Kazakhstan
Zelensky,871000.0,Politics · Trending,Kazakhstan
Зеленский,11100.0,Trending,Kazakhstan
Трампа,27100.0,Politics · Trending,Kazakhstan
Путина,8339.0,Politics · Trending,Kazakhstan
Зеленского,9117.0,Politics · Trending,Kazakhstan
Trump,6100000.0,Politics · Trending,Kazakhstan
Telegram,634000.0,Business & finance · Trending,Kazakhstan
Америки,3288.0,Trending,Kazakhstan
Украина,7975.0,Trending,Kazakhstan
Надеюсь,2201.0,Trending,Kazakhstan
イベクエ,4921.0,Trending,Kiribati
スシロー,57900.0,Trending,Kiribati
カプコンカップ,5602.0,Gaming · Trending,Kiribati
トライアル,7022.0,Trending,Kiribati
ロージズインメイ,2632.0,Trending,Kiribati
パックル,1130.0,News · Trending,Kiribati
新幹線大爆破,27900.0,Travel · Trending,Kiribati
#マックのてりたま春が来た,19300.0,Food · Trending,Kiribati
Punk,68100.0,Wrestling · Trending,Kiribati
#CAPCOMCUP11,9872.0,Trending,Kiribati
#モスのあまおうシェイク,21500.0,Food · Trending,Kiribati
ウォヌさん,1833.0,Korean music · Trending,Kiribati
聡ちゃん,3463.0,J-pop · Trending,Kiribati
ヒロアカ原画展,2563.0,My Hero Academia · Trending,Kiribati
ヒロアカ展,4059.0,My Hero Academia · Trending,Kiribati
懲役25年求刑,2479.0,News · Trending,Kiribati
夜行観覧車,2080.0,J-pop · Trending,Kiribati
エイトリ,1965.0,Only on X · Trending,Kiribati
#楽天トラベルスーパーSALE,6413.0,Trending,Kiribati
高嶋ちさ子,5995.0,News · Trending,Kiribati
チルチャック,4154.0,Video games · Trending,Kiribati
小西優花,2238.0,News · Trending,Kiribati
ダンジョン飯コラボ,4961.0,Video games · Trending,Kiribati
イベントクエスト,24800.0,Action games · Trending,Kiribati
地下鉄サリン事件,7338.0,Trending,Kiribati
実名報道,1926.0,Baseball · Trending,Kiribati
羅小黒戦記2,1986.0,Animated films · Trending,Kiribati
Abib,15500.0,Trending,Kiribati
伊勢丹コラボ,3282.0,Fashion & beauty · Trending,Kiribati
神曲のダンテ,1865.0,Trending,Kiribati
ヴィクトリアマイル,2663.0,Trending,Kiribati
Ukraine,2260000.0,Politics · Trending,Kyrgyzstan
Democrats,1670000.0,Politics · Trending,Laos
Congress,716000.0,Politics · Trending,Laos
Biden,623000.0,Politics · Trending,Laos
NATO,370000.0,Politics · Trending,Laos
America,1400000.0,Politics · Trending,Laos
Ukraine,2260000.0,Politics · Trending,Laos
Trump,6520000.0,Politics · Trending,Laos
Putin,901000.0,Politics · Trending,Laos
